,Description,forum
407,[Weaknesses] What are the weaknesses of the paper? Clearly explain why these aspects of the paper are weak.,S4kvQ7_XBxP
408,* The optimization method is based on a lot of heuristics to simplify the otherwise intractable brute force approach,S4kvQ7_XBxP
409,"Although the optimization method seems effective (based on the performance), it is hard to evaluate the possible negative effects of these simplifications on the model performance.",S4kvQ7_XBxP
410,* The training strategy not allowing to use mini-batches seems like a major drawback for training on large-scale or high resolution datasets like ImageNet or CityScapes.,S4kvQ7_XBxP
411,"Top 50% of accepted papers, clear accept",S4kvQ7_XBxP
412,[Justification of rating] Please explain how the strengths and weaknesses aforementioned were weighed in for the rating.,S4kvQ7_XBxP
413,The authors have proposed a novel and interesting alternative to traditional CNNs and have shown its effectiveness.,S4kvQ7_XBxP
414,[Detailed comments] Additional comments regarding the paper (e.g,S4kvQ7_XBxP
415,"typos or other possible improvements you would like to see for the camera-ready version of the paper, if any.)",S4kvQ7_XBxP
416,"* Combine multiple references into same brackets, i.e",S4kvQ7_XBxP
417,"([1], [2], [3]) should be [1,2,3].",S4kvQ7_XBxP
418,* What do $k$ and $i$ represent in equation (1) and line 125/126?,S4kvQ7_XBxP
419,* The paper would be easier to read if a conclusion would be included in the image captions (i.e,S4kvQ7_XBxP
420,what point is the image trying to make).,S4kvQ7_XBxP
421,"[Summary] In 2-3 sentences, describe the key ideas, experiments, and their significance.",f75kMo1dnKD
422,The authors propose two adding to prior knowledge based modules to image captioning models,f75kMo1dnKD
423,One module uses prior knowledge on the association of keywords to image regions,f75kMo1dnKD
424,The other module regularizes generated captions to be more realistic.,f75kMo1dnKD
425,[Strengths] What are the strengths of the paper? Clearly explain why these aspects of the paper are valuable.,f75kMo1dnKD
426,Simple but powerful ideas; clear methods; topical submission; excellent writing.,f75kMo1dnKD
427,[Weaknesses] What are the weaknesses of the paper? Clearly explain why these aspects of the paper are weak.,f75kMo1dnKD
428,By nature of the method experimental settings are complex; ,f75kMo1dnKD
429,[Overall rating] Paper rating: Strong accept,f75kMo1dnKD
430,[Detailed comments] Additional comments regarding the paper (e.g,f75kMo1dnKD
431,"typos or other possible improvements you would like to see for the camera-ready version of the paper, if any.)",f75kMo1dnKD
432,"[Summary] In 2-3 sentences, describe the key ideas, experiments, and their significance.",f75kMo1dnKD
433, The paper tries to mitigate overfitting and generating easy captions by introducing prior knowledge from the dataset during training,f75kMo1dnKD
434,"To this end, authors propose to add visual-semantic relation prior knowledge by defining a series of Latent Topics, and semantic prior knowledge by training a Seq2seq module with the text",f75kMo1dnKD
435,"While the former is introduced in the training procedure as a self-attention with image region features, the latter is utilized to remove visual biased on semantic structures",f75kMo1dnKD
436,"Apart from increasing results of state-of-the-art approaches, they demonstrate that with their approach, image captioning models can rely on less data when training.",f75kMo1dnKD
437,[Strengths] What are the strengths of the paper? Clearly explain why these aspects of the paper are valuable.,f75kMo1dnKD
438, -	The paper is easy to read,f75kMo1dnKD
439, -	It is very well motivated.,f75kMo1dnKD
440, -	Benefits of both modules (CLTA and SAE Regularizer) are clearly demonstrated in the experiments.,f75kMo1dnKD
441, -	The implementation is very well explained in detail.,f75kMo1dnKD
442, -	The benefits of adding prior knowledge (visual and semantic) is showed.,f75kMo1dnKD
443," -	Additionally, authors demonstrate the relevance of prior knowledge as it allows to train models with less data.",f75kMo1dnKD
444,[Weaknesses] What are the weaknesses of the paper? Clearly explain why these aspects of the paper are weak.,f75kMo1dnKD
445," -	Although the improvement exists, in some situations it is marginal.",f75kMo1dnKD
446,[Justification of rating] Please explain how the strengths and weaknesses aforementioned were weighed in for the rating.,f75kMo1dnKD
447,"Well written, well motivated, simple method and positive results",f75kMo1dnKD
448,"On top of that, very much in line with the workshop.",f75kMo1dnKD
449,[Detailed comments] Additional comments regarding the paper (e.g,f75kMo1dnKD
450,"typos or other possible improvements you would like to see for the camera-ready version of the paper, if any.)",f75kMo1dnKD
451,"[Summary] In 2-3 sentences, describe the key ideas, experiments, and their significance.",Vh-OGLzvNeo
452,The paper proposes the Dual Selective Kernal residual building block consisting of Selective Kernel convolutions [17] and BlurPool layers [35],Vh-OGLzvNeo
453,"Furthermore, a novel positive class loss is introduced motivated by the low number of samples per class and possible label errors, and a tree supervision loss to incorporate semantic relationships amongst the ImageNet classes",Vh-OGLzvNeo
454,Different models are trained and evaluated on the VIPriors classification dataset where significant performance improvements are shown.,Vh-OGLzvNeo
455,[Strengths] What are the strengths of the paper? Clearly explain why these aspects of the paper are valuable.,Vh-OGLzvNeo
456,* Ablation studies have been performed to show the effectiveness of the individual contributions (i.e,Vh-OGLzvNeo
457,"* Apart from several unclarities in the method section (see 3.), the paper is easy to read.",Vh-OGLzvNeo
458,[Weaknesses] What are the weaknesses of the paper? Clearly explain why these aspects of the paper are weak.,Vh-OGLzvNeo
459,* The method section contains some unclarities:,Vh-OGLzvNeo
460," * (lines 128-129) What are the the two transforms $\mathcal{\hat{F}}$ and $\mathcal{\tilde{F}}$ and where are these in Figure 1? Do you first perform regular 3x3 and 5x5 convolutions, followed by depthwise convolutions? I also don't see the Batch Normalization and ReLU layers and $\mathcal{U}$ in Figure 1.",Vh-OGLzvNeo
461," * (line 132) ""a compact feature $s$...""",Vh-OGLzvNeo
462,  $s$ should be $z$ according to Figure 1?,Vh-OGLzvNeo
463," * (line 135) ""soft attention across channels is conducted""",Vh-OGLzvNeo
464,  It is unclear how the softmax operation is applied,Vh-OGLzvNeo
465,Is it applied per channel between $\hat{\omega}$ and $\tilde{\omega}$ or across all channels of $\hat{\omega}$ and all channels of $\tilde{\omega}$ separately? The former seems more reasonable but the text is not very explicit about it.,Vh-OGLzvNeo
466, * $\lambda$ in equation (2) and lines (160-162) is $\alpha$ in Figure 1?,Vh-OGLzvNeo
467," * lines (168-169) ""compactness of intra-class"" sounds a bit ambiguous",Vh-OGLzvNeo
468, * Can you explain the positive class loss as introduced in equation (5)? What is the motivation behind chosing the cosine loss? Please elaborate.,Vh-OGLzvNeo
469," * What is $l$ in equation (7)? Where do you extract $w_{i,j}$ and $x$ from? Can you intuitively explain how the loss function works and what is optimized?",Vh-OGLzvNeo
470," * What are the motivations for the model choices? It seems a bit arbitrary that ResNeXt is combined with PSL and CL but not with TSL, and ResNeSt is combined with TSL but not with PSL and CL.",Vh-OGLzvNeo
471,* The method is only evaluated on a single dataset,Vh-OGLzvNeo
472,It would have been nice if the authors had shown that their method also generalizes to other settings.,Vh-OGLzvNeo
473,[Justification of rating] Please explain how the strengths and weaknesses aforementioned were weighed in for the rating.,Vh-OGLzvNeo
474,"The methods introduced by the authors seem effective and therefore I am willing to accept the paper, in the hope that the authors will clarify and extend the method section for the camera-ready version.",Vh-OGLzvNeo
475,[Detailed comments] Additional comments regarding the paper (e.g,Vh-OGLzvNeo
476,"typos or other possible improvements you would like to see for the camera-ready version of the paper, if any.)",Vh-OGLzvNeo
477,"* Please combine multiple references in a single bracket, i.e",Vh-OGLzvNeo
478,"[1][2][3] should become [1,2,3] and use ~\cite{} instead of \cite{} for extra spacing.",Vh-OGLzvNeo
479," * line 18: ""VIFP"" --> VIPF",Vh-OGLzvNeo
480, * line 88: architecture --> architectures,Vh-OGLzvNeo
481," * line 128: ""Then we two transforms"" --> remove ""we""",Vh-OGLzvNeo
482," * line 131: ""element-wise sum of u-hat and u-hat"" --> one of them should be tilde",Vh-OGLzvNeo
483, * line 138: same as above: one of u-hat should be u-tilde,Vh-OGLzvNeo
484,Please check your writing for the camera-ready version.,Vh-OGLzvNeo
485,"[Summary] In 2-3 sentences, describe the key ideas, experiments, and their significance.",Vh-OGLzvNeo
486,The paper smartly combines different loss functions and augmentation techniques to overcome the problem of small classification dataset,Vh-OGLzvNeo
487,"In addition, it proposes new dual architecture by using Selective Kernel convolution.",Vh-OGLzvNeo
488,[Strengths] What are the strengths of the paper? Clearly explain why these aspects of the paper are valuable.,Vh-OGLzvNeo
489,[Weaknesses] What are the weaknesses of the paper? Clearly explain why these aspects of the paper are weak.,Vh-OGLzvNeo
490,"- Clarity (explanation of models, experiments and results)",Vh-OGLzvNeo
491,[Justification of rating] Please explain how the strengths and weaknesses aforementioned were weighed in for the rating,Vh-OGLzvNeo
492,[Detailed comments] Additional comments regarding the paper (e.g,Vh-OGLzvNeo
493,"typos or other possible improvements you would like to see for the camera-ready version of the paper, if any.)",Vh-OGLzvNeo
494,- Please explain why each related work part is related to the paper.,Vh-OGLzvNeo
495,- L.115: (Fig.1) The notations in the figure are not same in the equations,Vh-OGLzvNeo
496,Fig.1 is not refered in the text.,Vh-OGLzvNeo
497,- Please explain each notation in each equation.,Vh-OGLzvNeo
498,- Please explain each proposed method.,Vh-OGLzvNeo
499,- L.161: How do you choose λi? Is it dropped from one side in each time? Is there any cases that both SK-branches can be kept or dropped?  ,Vh-OGLzvNeo
500,"- L.344:In the conclusion part, it is said that DSK-net is robust to translations",Vh-OGLzvNeo
501,Is there any experiments to show that?,Vh-OGLzvNeo
502,"- L.28: ""image classification[???], object detection[???], semantic segmentation[???]""",Vh-OGLzvNeo
503,"- L.37: what are those ""few pre-trained models""?",Vh-OGLzvNeo
504,- L.15: effiective -> effective or efficient,Vh-OGLzvNeo
505,"- L.147, 221, 347: Starting the sentence with ""And"" (problem)",Vh-OGLzvNeo
506,- L.271: the word is not fitting into line.,Vh-OGLzvNeo
507,"[Summary] In 2-3 sentences, describe the key ideas, experiments, and their significance.",ZHT0ZpxQO5E
508," In this paper, authors propose guidelines to build proper datasets for object proposals that can offer good generalization when training models on them",ZHT0ZpxQO5E
509,"Concretely, the paper introduces the idea of prototypical classes as the sufficient and necessary classes to achieve good generalization",ZHT0ZpxQO5E
510,"To proof this, they conduct a series of experiments on OIV4 and COCO datasets",ZHT0ZpxQO5E
511,"As oracles, they choose Faster RCNN and RetinaNet",ZHT0ZpxQO5E
512,[Strengths] What are the strengths of the paper? Clearly explain why these aspects of the paper are valuable.,ZHT0ZpxQO5E
513, -	The paper is very well written,ZHT0ZpxQO5E
514,Story is very easy to follow.,ZHT0ZpxQO5E
515, -	Generalization typically has been study from the model perspective,ZHT0ZpxQO5E
516,"However, interpreting the problem from the data perspective is very interesting.",ZHT0ZpxQO5E
517," -	Although authors focus on data, they also offer a study of what is happening with the models to validate the results.",ZHT0ZpxQO5E
518," -	In particular, prototypical classes seems pretty interesting.",ZHT0ZpxQO5E
519,[Weaknesses] What are the weaknesses of the paper? Clearly explain why these aspects of the paper are weak.,ZHT0ZpxQO5E
520, -	The effect of space granularity has a weird interpretation,ZHT0ZpxQO5E
521,The model used for this experiment is class specific Faster RCNN,ZHT0ZpxQO5E
522,Have the authors tried the class agnostic version?,ZHT0ZpxQO5E
523, -	Visual and Semantic diversity seems obvious,ZHT0ZpxQO5E
524,"It would be interesting to study also the amount of samples, as well as how similar they are.",ZHT0ZpxQO5E
525,[Justification of rating] Please explain how the strengths and weaknesses aforementioned were weighed in for the rating.,ZHT0ZpxQO5E
526, The whole paper is interesting,ZHT0ZpxQO5E
527,Even more from the efficiency perspective,ZHT0ZpxQO5E
528,Prototype classes play an important role,ZHT0ZpxQO5E
529,[Detailed comments] Additional comments regarding the paper (e.g,ZHT0ZpxQO5E
530,"typos or other possible improvements you would like to see for the camera-ready version of the paper, if any.)",ZHT0ZpxQO5E
531,"[Summary] In 2-3 sentences, describe the key ideas, experiments, and their significance.",ZHT0ZpxQO5E
532,The authors propose to learn object localizations using only prototype classes,ZHT0ZpxQO5E
533,They explore what defines prototype classes and experiment with many ablations and hyperparameters to their method.,ZHT0ZpxQO5E
534,[Strengths] What are the strengths of the paper? Clearly explain why these aspects of the paper are valuable.,ZHT0ZpxQO5E
535,Powerful idea; clear definitions; practical modeling choices for determining prototypical classes; extensive experimentation.,ZHT0ZpxQO5E
536,[Weaknesses] What are the weaknesses of the paper? Clearly explain why these aspects of the paper are weak.,ZHT0ZpxQO5E
537,Marginally related to visual inductive priors.,ZHT0ZpxQO5E
538,"[Summary] In 2-3 sentences, describe the key ideas, experiments, and their significance.",tqz0rQvz_58
539,The authors extend popular data augmentation methods to the temporal domain in a straightforward manner,tqz0rQvz_58
540,Experiments show minor improvements over the spatial data augmentations.,tqz0rQvz_58
541,[Strengths] What are the strengths of the paper? Clearly explain why these aspects of the paper are valuable.,tqz0rQvz_58
542,"Simple, powerful idea; simple implementations; clear explanations; self-critical in analyzing the magnitude of their contribution; extensive evaluations.",tqz0rQvz_58
543,[Weaknesses] What are the weaknesses of the paper? Clearly explain why these aspects of the paper are weak.,tqz0rQvz_58
544,[Overall rating] Paper rating: Strong accept,tqz0rQvz_58
545,[Detailed comments] Additional comments regarding the paper (e.g,tqz0rQvz_58
546,"typos or other possible improvements you would like to see for the camera-ready version of the paper, if any.)",tqz0rQvz_58
547,"- Grammar: lines 40, 254, 521 (whole paragraph needs revision)",tqz0rQvz_58
548,"- Typos: line 130 ""squre"", 141 ""researches""",tqz0rQvz_58
549,- Figure 2 could have been pseudocode,tqz0rQvz_58
550,"[Summary] In 2-3 sentences, describe the key ideas, experiments, and their significance.",tqz0rQvz_58
551, This paper proposes to adapt several data-level augmentation techniques from image field to videos,tqz0rQvz_58
552,"To study the effects of such techniques, authors conduct experiments on the action recognition topic",tqz0rQvz_58
553,Results showcase that some of the proposed techniques helps improve the performance,tqz0rQvz_58
554,"Additionally, they described their participation in the 1st VIPriors Action Recognition Challenge.",tqz0rQvz_58
555,[Strengths] What are the strengths of the paper? Clearly explain why these aspects of the paper are valuable.,tqz0rQvz_58
556," -	Regarding the results, the paper is really well motivated and clearly understandable",tqz0rQvz_58
557,The story is clear and is very easy to follow.,tqz0rQvz_58
558, -	Authors clearly described how they have adapted all the techniques to video.,tqz0rQvz_58
559, -	The results are marginal (or even worse than baseline) in some situations,tqz0rQvz_58
560,"However, I like the fact that authors recognise it and discuss it in Section 4.6, suggesting some interesting reasons.",tqz0rQvz_58
561,[Weaknesses] What are the weaknesses of the paper? Clearly explain why these aspects of the paper are weak.,tqz0rQvz_58
562, -	Results are marginal (or even worse than baseline) for some augmentation techniques.,tqz0rQvz_58
563, -	Authors talk always about temporal distortions,tqz0rQvz_58
564,"However, it seems that basically they apply frame distortions during a concrete temporal window",tqz0rQvz_58
565,"For me, this is not a temporal distortion",tqz0rQvz_58
566,Authors can check the paper “Learning Temporal Action Proposals With Fewer Labels”,tqz0rQvz_58
567,"In this paper, data augmentation on videos is performed by modifying the temporal information accumulated by the features",tqz0rQvz_58
568,"Concretely, they use time warping and Time masking",tqz0rQvz_58
569,[Justification of rating] Please explain how the strengths and weaknesses aforementioned were weighed in for the rating.,tqz0rQvz_58
570," Despite weaknesses, the paper is well written, and very well discussed.",tqz0rQvz_58
571,[Detailed comments] Additional comments regarding the paper (e.g,tqz0rQvz_58
572,"typos or other possible improvements you would like to see for the camera-ready version of the paper, if any.)",tqz0rQvz_58
573, - Line 198: augmentation operation(s).,tqz0rQvz_58
574, - Line 350: consists (of),tqz0rQvz_58
575,"[Summary] In 2-3 sentences, describe the key ideas, experiments, and their significance.",N-SJaozl-3f
576,The authors use temporal consistency through pose estimation and optical flow estimation to improve human instance segmentation,N-SJaozl-3f
577,"Though this approach technically does not qualify as self-supervision, the temporal inductive priors are strong and show clear improvements over baselines.",N-SJaozl-3f
578,[Strengths] What are the strengths of the paper? Clearly explain why these aspects of the paper are valuable.,N-SJaozl-3f
579,"- Simple, powerful idea to use temporal consistency prior.",N-SJaozl-3f
580,"- Decent implementations of each contribution, with proven results.",N-SJaozl-3f
581,[Weaknesses] What are the weaknesses of the paper? Clearly explain why these aspects of the paper are weak.,N-SJaozl-3f
582,- This method is not a self-supervision method,N-SJaozl-3f
583,Self-supervision is when a DNN learns from mistakes in predictions on the input data,N-SJaozl-3f
584,This method instead uses prior knowledge to fill in missing information within the model.,N-SJaozl-3f
585,- Related to the previous point: the motivation is poorly formulated,N-SJaozl-3f
586,"It relies on a unfounded claim that self-supervision is superior to using prior knowledge, while the paper actually uses prior knowledge, specifically the temporal consistency prior",N-SJaozl-3f
587,As a result the introduction uses vague statements without supporting evidence.,N-SJaozl-3f
588,[Overall rating] Paper rating: Weak accept,N-SJaozl-3f
589,[Detailed comments] Additional comments regarding the paper (e.g,N-SJaozl-3f
590,"typos or other possible improvements you would like to see for the camera-ready version of the paper, if any.)",N-SJaozl-3f
591,- N_{GBSR} has zero influence in table 3 & 4,N-SJaozl-3f
592,Why do the authors not discuss this? Why do they show it in tables 3 & 4?,N-SJaozl-3f
593,- Fourth contribution is not a contribution,N-SJaozl-3f
594,The experiments serve to prove your first contribution.,N-SJaozl-3f
595,"- Line 398: not clear why the different modules get ""different data"".",N-SJaozl-3f
596,"- Grammar: lines 39 ""have"", ",N-SJaozl-3f
597,"- Line 486: ""subjective"" = not a fact != about subjects",N-SJaozl-3f
598,"- Start new sentences instead of using comma: lines 43, 70, 312, 403, ",N-SJaozl-3f
599,- Premature end to sentence: line 396,N-SJaozl-3f
600,"[Summary] In 2-3 sentences, describe the key ideas, experiments, and their significance.",N-SJaozl-3f
601,"The paper proposes  human instance segmentation method which has two main modules: (i) mutual refinement between optical flow and segmentation, (ii) skeleton refinement module",N-SJaozl-3f
602,[Strengths] What are the strengths of the paper? Clearly explain why these aspects of the paper are valuable.,N-SJaozl-3f
603,[Weaknesses] What are the weaknesses of the paper? Clearly explain why these aspects of the paper are weak.,N-SJaozl-3f
604,"- It is emphasized that the method does self supervised learning, but it is not clear how and where it happens",N-SJaozl-3f
605,"- There is no clear information about online collected videos, their labeling process, how they are used during training and the contribution of this dataset.",N-SJaozl-3f
606,[Justification of rating] Please explain how the strengths and weaknesses aforementioned were weighed in for the rating,N-SJaozl-3f
607,A nicely engineered paper which uses some prior knowledge and refinements to improve the performance.,N-SJaozl-3f
608,[Detailed comments] Additional comments regarding the paper (e.g,N-SJaozl-3f
609,"typos or other possible improvements you would like to see for the camera-ready version of the paper, if any.)",N-SJaozl-3f
610,- L.82: If the priors can only function as weak constraints how do they help in this paper?,N-SJaozl-3f
611,"- L.124: GBSR, TPR and Pose2Seg are not mentioned before and in this line, abbreviation is given",N-SJaozl-3f
612,It can be better to give full form.,N-SJaozl-3f
613,- Fig.3: Loss term is not visible.,N-SJaozl-3f
614,- L.455: How exactly are the annotations generated?,N-SJaozl-3f
615,- L.462: What are those benchmark datasets?,N-SJaozl-3f
616,- No explanation of Table 2 in the text.,N-SJaozl-3f
617,- What are the failing cases?,N-SJaozl-3f
618,- How are memory and time consumption?,N-SJaozl-3f
619,- L.279: subscripts of 'l' are different than on the Eq.2.,N-SJaozl-3f
620,- I guess there is no reason to write methods and backbones twice in Table 1.,N-SJaozl-3f
